ts,src,tc,rh,co2,pm1,pm25,pm4,pm10,voc,nox,vb,flags
1787433000,bedroom,17.5,47.5,511,,,,,,,3.726,0
1787433120,local,18.7,44.5,506,,4.8,,,86,1,,0
1787433240,local,18.7,44.5,505,,4.9,,,86,1,,0
1787433360,local,18.7,44.4,505,,4.9,,,86,1,,0
1787433360,bedroom,17.5,47.4,509,,,,,,,3.725,0
1787433480,local,18.7,44.4,504,,4.9,,,86,1,,0
1787433600,local,18.7,44.4,503,,4.9,,,86,1,,0
1787433600,bedroom,17.5,47.4,507,,,,,,,3.724,0
1787433720,local,18.7,44.4,502,,4.9,,,86,1,,0
1787433840,local,18.7,44.4,501,,4.9,,,86,1,,0
1787433960,local,18.7,44.3,500,,4.9,,,86,1,,0
1787433960,bedroom,17.5,47.3,505,,,,,,,3.724,0
1787434080,local,18.8,44.3,499,,4.9,,,86,1,,0
1787434200,local,18.8,44.3,498,,4.9,,,86,1,,0
1787434200,bedroom,17.6,47.3,503,,,,,,,3.723,0
1787434320,local,18.8,44.3,497,,4.9,,,86,1,,0
1787434440,local,18.8,44.2,496,,4.9,,,86,1,,0
1787434560,local,18.8,44.2,495,,5.0,,,86,1,,0
1787434560,bedroom,17.6,47.2,500,,,,,,,3.722,0
1787434680,local,18.8,44.2,494,,5.0,,,86,1,,0
1787434800,local,18.8,44.2,492,,5.0,,,86,1,,0
1787434800,bedroom,17.6,47.2,499,,,,,,,3.721,0
1787434920,local,18.8,44.2,491,,5.0,,,86,1,,0
1787435040,local,18.8,44.2,490,,5.0,,,86,1,,0
1787435160,local,18.8,44.1,489,,5.0,,,86,1,,0
1787435160,bedroom,17.6,47.1,496,,,,,,,3.720,0
1787435280,local,18.9,44.1,488,,5.0,,,86,1,,0
1787435400,local,18.9,44.1,487,,5.0,,,86,1,,0
1787435400,bedroom,17.7,47.1,494,,,,,,,3.720,0
1787435520,local,18.9,44.1,485,,5.0,,,86,1,,0
1787435640,local,18.9,44.1,484,,5.0,,,86,1,,0
1787435760,local,18.9,44.0,483,,5.0,,,86,1,,0
1787435760,bedroom,17.7,47.0,491,,,,,,,3.719,0
1787435880,local,18.9,44.0,482,,5.0,,,86,1,,0
1787436000,local,18.9,44.0,481,,5.0,,,85,1,,0
1787436000,bedroom,17.7,47.0,489,,,,,,,3.718,0
1787436120,local,19.0,44.0,480,,5.0,,,85,1,,0
1787436240,local,19.0,44.0,478,,5.1,,,85,1,,0
1787436360,local,19.0,43.9,477,,5.1,,,85,1,,0
1787436360,bedroom,17.8,46.9,486,,,,,,,3.717,0
1787436480,local,19.0,43.9,476,,5.1,,,85,1,,0
1787436600,local,19.0,43.9,475,,5.1,,,85,1,,0
1787436600,bedroom,17.8,46.9,484,,,,,,,3.717,0
1787436720,local,19.0,43.9,474,,5.1,,,85,1,,0
1787436840,local,19.1,43.9,473,,5.1,,,85,1,,0
1787436960,local,19.1,43.8,472,,5.1,,,85,1,,0
1787436960,bedroom,17.9,46.8,481,,,,,,,3.716,0
1787437080,local,19.1,43.8,471,,5.1,,,85,1,,0
1787437200,local,19.1,43.8,470,,5.1,,,85,1,,0
1787437200,bedroom,17.9,46.8,479,,,,,,,3.715,0
1787437320,local,19.1,43.8,469,,5.1,,,85,1,,0
1787437440,local,19.2,43.8,468,,5.1,,,85,1,,0
1787437560,local,19.2,43.8,467,,5.1,,,85,1,,0
1787437560,bedroom,18.0,46.8,477,,,,,,,3.714,0
1787437680,local,19.2,43.7,466,,5.1,,,85,1,,0
1787437800,local,19.2,43.7,465,,5.1,,,85,1,,0
1787437800,bedroom,18.0,46.7,475,,,,,,,3.714,0
1787437920,local,19.2,43.7,464,,5.1,,,85,1,,0
1787438040,local,19.3,43.7,464,,5.1,,,85,1,,0
1787438160,local,19.3,43.7,463,,5.1,,,85,1,,0
1787438160,bedroom,18.1,46.7,473,,,,,,,3.713,0
1787438280,local,19.3,43.6,462,,5.1,,,85,1,,0
1787438400,local,19.3,43.6,462,,5.1,,,85,1,,0
1787438400,bedroom,18.1,46.6,472,,,,,,,3.712,0
1787438520,local,19.4,43.6,461,,5.2,,,85,1,,0
1787438640,local,19.4,43.6,460,,5.2,,,85,1,,0
1787438760,local,19.4,43.6,460,,5.2,,,85,1,,0
1787438760,bedroom,18.2,46.6,471,,,,,,,3.711,0
1787438880,local,19.4,43.6,459,,5.2,,,85,1,,0
1787439000,local,19.5,43.5,459,,5.2,,,85,1,,0
1787439000,bedroom,18.3,46.5,470,,,,,,,3.711,0
1787439120,local,19.5,43.5,459,,5.2,,,85,1,,0
1787439240,local,19.5,43.5,459,,5.2,,,85,1,,0
1787439360,local,19.5,43.5,458,,5.2,,,85,1,,0
1787439360,bedroom,18.3,46.5,470,,,,,,,3.710,0
1787439480,local,19.6,43.5,458,,5.2,,,85,1,,0
1787439600,local,19.6,43.4,458,,5.2,,,85,1,,0
1787439600,bedroom,18.4,46.4,469,,,,,,,3.709,0
1787439720,local,19.6,43.4,458,,5.2,,,85,1,,0
1787439840,local,19.7,43.4,458,,5.2,,,85,1,,0
1787439960,local,19.7,43.4,458,,5.2,,,85,1,,0
1787439960,bedroom,18.5,46.4,469,,,,,,,3.708,0
1787440080,local,19.7,43.4,458,,5.2,,,85,1,,0
1787440200,local,19.7,43.4,459,,5.2,,,85,1,,0
1787440200,bedroom,18.5,46.4,470,,,,,,,3.708,0
1787440320,local,19.8,43.3,459,,5.2,,,85,1,,0
1787440440,local,19.8,43.3,459,,5.2,,,85,1,,0
1787440560,local,19.8,43.3,460,,5.2,,,85,1,,0
1787440560,bedroom,18.6,46.3,471,,,,,,,3.707,0
1787440680,local,19.9,43.3,460,,5.2,,,85,1,,0
1787440800,local,19.9,43.3,461,,5.2,,,85,1,,0
1787440800,bedroom,18.7,46.3,472,,,,,,,3.706,0
1787440920,local,19.9,43.3,461,,5.2,,,85,1,,0
1787441040,local,19.9,43.2,462,,5.2,,,85,1,,0
1787441160,local,20.0,43.2,463,,5.2,,,85,1,,0
1787441160,bedroom,18.8,46.2,473,,,,,,,3.705,0
1787441280,local,20.0,43.2,464,,5.2,,,85,1,,0
1787441400,local,20.0,43.2,465,,5.2,,,85,1,,0
1787441400,bedroom,18.8,46.2,475,,,,,,,3.705,0
1787441520,local,20.1,43.2,466,,5.2,,,85,1,,0
1787441640,local,20.1,43.2,467,,5.2,,,85,1,,0
1787441760,local,20.1,43.2,468,,5.2,,,85,1,,0
1787441760,bedroom,18.9,46.2,478,,,,,,,3.704,0
1787441880,local,20.2,43.1,469,,5.2,,,85,1,,0
1787442000,local,20.2,43.1,470,,5.2,,,85,1,,0
1787442000,bedroom,19.0,46.1,480,,,,,,,3.703,0
1787442120,local,20.2,43.1,471,,5.2,,,85,1,,0
1787442240,local,20.2,43.1,473,,5.2,,,85,1,,0
1787442360,local,20.3,43.1,474,,5.2,,,85,1,,0
1787442360,bedroom,19.1,46.1,483,,,,,,,3.702,0
1787442480,local,20.3,43.1,476,,5.2,,,85,1,,0
1787442600,local,20.3,43.0,478,,5.2,,,85,1,,0
1787442600,bedroom,19.1,46.0,486,,,,,,,3.702,0
1787442720,local,20.4,43.0,479,,5.2,,,85,1,,0
1787442840,local,20.4,43.0,481,,5.2,,,85,1,,0
1787442960,local,20.4,43.0,483,,5.2,,,85,1,,0
1787442960,bedroom,19.2,46.0,490,,,,,,,3.701,0
1787443080,local,20.5,43.0,485,,5.2,,,85,1,,0
